scapegoat,972,3.67,1.65,4.53,2.13,3.52,1.70,1
sky,572,7.37,1.40,4.27,2.17,5.16,2.00,58
scar,973,3.38,1.70,4.79,2.11,3.88,1.71,10
skyscraper,573,5.88,1.87,5.71,2.17,4.33,2.36,2
scared,604,2.78,1.99,6.82,2.03,2.94,2.19,21
slap,396,2.95,1.79,6.46,2.58,4.21,2.29,2
scholar,374,7.26,1.42,5.12,2.46,6.59,2.02,15
slaughter,397,1.64,1.18,6.77,2.42,3.82,2.75,10
scissors,974,5.05,0.96,4.47,1.76,5.16,1.84,1
slave,398,1.84,1.13,6.21,2.93,3.29,2.76,30
scorching,975,3.76,1.83,5.00,2.74,4.10,2.01,.
sleep,399,7.20,1.77,2.80,2.66,5.41,2.41,65
scorn,375,2.84,2.07,5.48,2.52,3.93,2.64,4
slime,400,2.68,1.66,5.36,2.63,4.17,1.82,1
scornful,376,3.02,2.03,5.04,2.56,4.59,2.18,5
slow,982,3.93,1.60,3.39,2.22,4.35,1.61,60
scorpion,976,3.69,2.63,5.38,3.08,3.98,2.44,.
slum,401,2.39,1.25,4.78,2.52,3.83,2.18,8
scream,605,3.88,2.07,7.04,1.96,4.75,2.21,13
slush,983,4.66,1.88,3.73,2.23,4.91,1.48,.
scum,377,2.43,1.56,4.88,2.36,4.26,1.99,.
smallpox,402,2.52,2.08,5.58,2.13,4.29,2.17,2
scurvy,378,3.19,2.00,4.71,2.72,4.48,2.48,1
smooth,984,6.58,1.78,4.91,2.57,5.09,2.09,42
seasick,379,2.05,1.20,5.80,2.88,3.41,2.39,.
snake,609,3.31,2.20,6.82,2.10,3.78,2.05,44
snob,403,3.36,1.81,5.65,2.36,5.11,2.25,1
sun,532,7.55,1.85,5.04,2.66,6.16,2.09,112
snow,575,7.08,1.83,5.75,2.47,5.80,1.97,59
sunlight,1003,7.76,1.43,6.10,2.30,5.63,2.15,17
snuggle,404,7.92,1.24,4.16,2.80,5.66,2.47,4
sunrise,420,7.86,1.35,5.06,3.05,5.29,2.41,10
social,985,6.88,1.82,4.98,2.59,5.91,2.07,380
sunset,421,7.68,1.72,4.20,2.99,5.66,2.08,14
soft,986,7.12,1.34,4.63,2.61,6.00,1.80,61
surgery,612,2.86,2.19,6.35,2.32,2.75,1.86,6
solemn,405,4.32,1.51,3.56,1.95,4.61,1.87,12
surprised,422,7.47,1.56,7.47,2.09,6.11,2.19,58
song,987,7.10,1.97,6.07,2.42,5.85,2.12,70
suspicious,423,3.76,1.42,6.25,1.59,4.47,1.99,13
soothe,988,7.30,1.85,4.40,3.08,5.36,2.24,2
swamp,1004,5.14,2.24,4.86,2.36,5.29,1.63,5
sour,989,3.93,1.98,5.10,1.95,4.64,1.50,3
sweetheart,424,8.42,0.83,5.50,2.73,6.03,2.24,9
space,574,6.78,1.66,5.14,2.54,5.20,2.44,184
swift,1005,6.46,1.76,5.39,2.53,6.29,1.85,32
spanking,990,3.55,2.54,5.41,2.73,3.91,2.51,.
swimmer,576,6.54,1.64,4.82,2.49,5.96,1.91,.
sphere,991,5.33,0.87,3.88,1.99,5.00,0.92,22
syphilis,425,1.68,1.23,5.69,3.25,3.33,2.67,.
spider,610,3.33,1.72,5.71,2.21,4.75,2.11,2
table,426,5.22,0.72,2.92,2.16,4.47,1.66,198
spirit,406,7.00,1.32,5.56,2.62,5.82,2.42,182
talent,427,7.56,1.25,6.27,1.80,6.49,1.75,40
spouse,407,7.58,1.48,5.21,2.75,5.53,1.97,3
tamper,1006,4.10,1.88,4.95,2.01,4.58,2.10,1
spray,992,5.45,1.63,4.14,2.28,5.12,1.43,16
tank,613,5.16,1.87,4.88,1.86,4.78,1.93,12
spring,993,7.76,1.51,5.67,2.51,6.26,1.98,127
taste,1007,6.66,1.57,5.22,2.38,5.50,1.65,59
square,408,4.74,1.02,3.18,1.76,4.51,1.45,143
taxi,1008,5.00,1.96,3.41,2.14,4.64,1.83,16
stagnant,994,4.15,1.57,3.93,1.94,4.71,1.36,5
teacher,1009,5.68,2.12,4.05,2.61,5.11,2.20,80
star,409,7.27,1.66,5.83,2.44,4.68,2.15,25
tease,1010,4.84,2.51,5.87,2.56,4.67,2.37,6
startled,410,4.50,1.67,6.93,2.24,4.48,1.57,21
tender,1011,6.93,1.28,4.88,2.30,5.33,1.75,11
starving,611,2.39,1.82,5.61,2.53,3.63,2.10,6
tennis,540,6.02,1.97,4.61,2.60,5.61,2.12,15
statue,995,5.17,0.70,3.46,1.72,4.95,1.40,17
tense,428,3.56,1.36,6.53,2.10,5.22,2.02,15
stench,996,2.19,1.37,4.36,2.46,4.29,1.91,1
termite,429,3.58,2.08,5.39,2.43,3.87,1.87,.
stiff,997,4.68,1.97,4.02,2.41,4.93,2.04,21
terrible,430,1.93,1.44,6.27,2.44,3.58,2.34,45
stink,411,3.00,1.79,4.26,2.10,4.16,1.98,3
terrific,431,8.16,1.12,6.23,2.73,6.60,2.15,5
stomach,998,4.82,2.06,3.93,2.49,4.68,1.85,37
terrified,432,1.72,1.14,7.86,2.27,3.08,2.75,7
stool,999,4.56,1.72,4.00,2.14,4.98,1.85,8
terrorist,614,1.69,1.42,7.27,2.38,2.65,2.30,.
storm,1000,4.95,2.22,5.71,2.34,4.54,2.04,26
thankful,433,6.89,2.29,4.34,2.31,5.32,2.00,6
stove,1001,4.98,1.69,4.51,2.14,5.36,1.87,15
theory,434,5.30,1.49,4.62,1.94,4.88,1.81,129
street,412,5.22,0.72,3.39,1.87,4.81,1.21,244
thermometer,1012,4.73,1.05,3.79,2.02,4.39,1.51,.
stress,413,2.09,1.41,7.45,2.38,3.93,2.75,107
thief,435,2.13,1.69,6.89,2.13,3.79,2.55,8
strong,414,7.11,1.48,5.92,2.28,6.92,2.43,202
thorn,436,3.64,1.76,5.14,2.14,4.45,1.50,3
stupid,415,2.31,1.37,4.72,2.71,2.98,2.18,24
thought,1013,6.39,1.58,4.83,2.46,6.02,1.70,515
subdued,416,4.67,1.31,2.90,1.81,4.08,1.56,8
thoughtful,437,7.65,1.03,5.72,2.30,5.61,2.11,11
success,417,8.29,0.93,6.11,2.65,6.89,2.40,93
thrill,438,8.05,1.48,8.02,1.65,6.54,2.30,5
suffocate,418,1.56,0.96,6.03,3.19,3.44,2.81,1
tidy,1014,6.30,1.56,3.98,2.22,5.49,1.93,1
sugar,1002,6.74,1.73,5.64,2.18,5.50,1.50,34
time,439,5.31,2.02,4.64,2.75,4.63,2.24,1599
suicide,419,1.25,0.69,5.73,3.14,3.58,3.02,17
timid,440,3.86,1.55,4.11,2.09,3.09,1.91,5
tobacco,441,3.28,2.16,4.83,2.90,4.08,2.27,19
useful,466,7.14,1.60,4.26,2.47,5.93,2.10,58
tomb,442,2.94,1.88,4.73,2.72,3.72,2.05,11
useless,467,2.13,1.42,4.87,2.58,3.92,2.62,17
tool,1015,5.19,1.27,4.33,1.78,5.67,1.62,40
utensil,1024,5.14,1.39,3.57,1.98,5.40,1.47,.
toothache,443,1.98,1.15,5.55,2.51,3.90,1.85,.
vacation,468,8.16,1.36,5.64,2.99,6.80,2.08,47
tornado,444,2.55,1.78,6.83,2.49,4.30,2.42,1
vagina,1025,6.14,1.77,5.55,2.55,5.88,1.74,10
torture,445,1.56,0.79,6.10,2.77,3.33,2.37,3
valentine,469,8.11,1.35,6.06,2.91,5.81,2.45,2
tower,1016,5.46,1.75,3.95,2.28,5.78,2.14,13
vampire,470,4.26,1.86,6.37,2.35,5.05,2.27,1
toxic,446,2.10,1.48,6.40,2.41,4.42,2.51,3
vandal,471,2.71,1.91,6.40,1.88,3.91,2.49,1
toy,1017,7.00,2.01,5.11,2.84,6.09,1.84,4
vanity,472,4.30,1.91,4.98,2.31,4.80,2.03,7
tragedy,447,1.78,1.31,6.24,2.64,3.50,2.34,49
vehicle,473,6.27,2.34,4.63,2.81,5.77,2.61,35
traitor,448,2.22,1.69,5.78,2.47,4.61,2.71,2
venom,474,2.68,1.81,6.08,2.44,3.94,2.23,2
trash,615,2.67,1.45,4.16,2.16,5.24,1.85,2
vest,1026,5.25,1.33,3.95,2.09,5.09,1.24,4
trauma,616,2.10,1.49,6.33,2.45,2.84,1.87,1
victim,618,2.18,1.48,6.06,2.32,2.69,2.04,27
travel,1018,7.10,2.00,6.21,2.51,6.31,2.08,61
victory,475,8.32,1.16,6.63,2.84,7.26,2.14,61
treasure,449,8.27,0.90,6.75,2.30,6.36,2.42,4
vigorous,476,6.79,1.54,5.90,2.66,5.41,2.22,29
treat,1019,7.36,1.38,5.62,2.25,5.78,1.82,26
village,477,5.92,1.34,4.08,1.87,4.94,1.74,72
tree,450,6.32,1.56,3.42,2.21,5.08,2.29,59
violent,478,2.29,1.78,6.89,2.47,5.16,2.86,33
triumph,451,7.80,1.83,5.78,2.60,6.98,2.20,22
violin,579,5.43,1.98,3.49,2.26,5.18,2.01,11
triumphant,452,8.82,0.73,6.78,2.58,6.95,2.55,5
virgin,1027,6.45,1.76,5.51,2.06,6.24,2.48,35
trophy,453,7.78,1.22,5.39,2.44,6.44,2.32,8
virtue,479,6.22,2.06,4.52,2.52,6.13,2.09,30
trouble,454,3.03,2.09,6.85,2.03,4.85,2.39,134
vision,480,6.62,1.84,4.66,2.43,6.02,1.96,56
troubled,455,2.17,1.21,5.94,2.36,3.91,2.33,31
volcano,619,4.84,2.14,6.33,2.21,3.25,1.97,2
truck,577,5.47,1.88,4.84,2.17,5.33,1.83,57
vomit,481,2.06,1.57,5.75,2.84,3.58,2.45,3
trumpet,456,5.75,1.38,4.97,2.13,4.57,1.72,7
voyage,1028,6.25,1.91,5.55,2.23,5.18,1.98,17
trunk,1020,5.09,1.57,4.18,2.19,5.14,1.90,8
wagon,1029,5.37,0.97,3.98,2.04,5.05,1.20,55
trust,457,6.68,2.71,5.30,2.66,6.61,2.04,52
war,482,2.08,1.91,7.49,2.16,4.50,3.00,464
truth,458,7.80,1.29,5.00,2.77,6.47,2.11,126
warmth,483,7.41,1.81,3.73,2.40,5.61,1.67,28
tumor,459,2.36,2.04,6.51,2.85,3.58,2.42,17
wasp,484,3.37,1.63,5.50,2.17,3.76,1.82,2
tune,1021,6.93,1.47,4.71,2.09,5.74,1.82,10
waste,485,2.93,1.76,4.14,2.30,4.72,1.94,35
twilight,1022,7.23,1.80,4.70,2.41,5.59,1.82,4
watch,580,5.78,1.51,4.10,2.12,5.37,1.75,81
ugly,460,2.43,1.27,5.38,2.23,4.26,2.33,21
water,486,6.61,1.78,4.97,2.49,5.08,1.99,442
ulcer,461,1.78,1.17,6.12,2.68,4.17,2.22,5
waterfall,487,7.88,1.03,5.37,2.84,5.20,2.18,2
umbrella,578,5.16,1.57,3.68,1.99,5.42,1.91,8
wealthy,488,7.70,1.34,5.80,2.73,6.77,2.57,12
unfaithful,462,2.05,1.55,6.20,2.70,3.02,2.54,1
weapon,489,3.97,1.92,6.03,1.89,5.19,2.61,42
unhappy,463,1.57,0.96,4.18,2.50,3.34,2.35,26
weary,490,3.79,2.12,3.81,2.29,4.00,1.91,17
unit,1023,5.59,1.87,3.75,2.49,5.11,1.74,103
wedding,491,7.82,1.56,5.97,2.85,6.68,2.08,32
untroubled,464,7.62,1.41,3.89,2.54,5.53,2.54,.
whistle,1030,5.81,1.21,4.69,1.99,5.27,1.87,4
upset,465,2.00,1.18,5.86,2.40,4.08,2.31,14
white,542,6.47,1.59,4.37,2.14,5.98,1.73,365
urine,617,3.25,1.71,4.20,2.18,5.24,1.86,1
whore,492,2.30,2.11,5.85,2.93,4.61,2.73,2
wicked,493,2.96,2.37,6.09,2.44,4.36,2.65,9
world,500,6.50,2.03,5.32,2.39,5.26,2.47,787
wife,1031,6.33,1.97,4.93,2.22,5.57,1.68,228
wounds,620,2.51,1.58,5.82,2.01,3.92,1.57,8
win,494,8.38,0.92,7.72,2.16,7.39,2.36,55
writer,1036,5.52,1.90,4.33,2.45,4.73,1.84,73
windmill,1032,5.60,1.65,3.74,2.13,5.24,1.04,1
yacht,1037,6.95,1.79,5.61,2.72,6.10,2.13,4
window,495,5.91,1.38,3.97,2.01,4.91,1.60,119
yellow,545,5.61,1.94,4.43,2.05,5.47,1.58,55
wine,496,5.95,2.19,4.78,2.34,5.31,2.15,72
young,1038,6.89,2.12,5.64,2.51,5.30,2.49,385
wink,1033,6.93,1.83,5.44,2.68,5.70,1.77,7
youth,1039,6.75,2.29,5.67,2.52,5.11,2.55,82
wise,497,7.52,1.23,3.91,2.64,6.70,2.39,36
zest,1040,6.79,2.04,5.59,2.66,6.00,1.99,5
abduction,621,2.76,2.06,5.53,2.43,3.49,2.38,1
anguished,19,2.12,1.56,5.33,2.69,3.45,2.37,2
abortion,622,3.50,2.30,5.39,2.80,4.59,2.54,6
ankle,638,5.27,1.54,4.16,2.03,4.77,1.74,8
absurd,623,4.26,1.82,4.36,2.20,4.73,1.72,17
annoy,20,2.74,1.81,6.49,2.17,5.09,2.04,2
abundance,624,6.59,2.01,5.51,2.63,5.80,2.16,13
answer,639,6.63,1.68,5.41,2.43,5.85,1.88,152
abuse,1,1.80,1.23,6.83,2.70,3.69,2.94,18
anxious,21,4.81,1.98,6.92,1.81,5.33,1.82,29
acceptance,625,7.98,1.42,5.40,2.70,6.64,1.91,49
applause,640,7.50,1.50,5.80,2.79,6.48,2.11,14
accident,2,2.05,1.19,6.26,2.87,3.76,2.22,33
appliance,641,5.10,1.21,4.05,2.06,5.05,1.34,5
ace,626,6.88,1.93,5.50,2.66,6.39,2.31,15
arm,642,5.34,1.82,3.59,2.40,5.07,1.50,94
ache,627,2.46,1.52,5.00,2.45,3.54,1.73,4
army,23,4.72,1.75,5.03,2.03,5.03,2.45,132
achievement,3,7.89,1.38,5.53,2.81,6.56,2.35,65
aroused,24,7.97,1.00,6.63,2.70,6.14,1.97,20
activate,4,5.46,0.98,4.86,2.56,5.43,1.84,2
arrogant,25,3.69,2.40,5.65,2.23,5.14,2.71,2
addict,581,2.48,2.08,5.66,2.26,3.72,2.54,1
art,643,6.68,2.10,4.86,2.88,5.30,2.33,208
addicted,628,2.51,1.42,4.81,2.46,3.46,2.23,3
assassin,26,3.09,2.09,6.28,2.53,4.33,2.68,6
admired,5,7.74,1.84,6.11,2.36,7.53,1.94,17
assault,27,2.03,1.55,7.51,2.28,3.94,3.10,15
adorable,6,7.81,1.24,5.12,2.71,5.74,2.48,3
astonished,28,6.56,1.61,6.58,2.22,5.16,1.79,6
adult,546,6.49,1.50,4.76,1.95,5.75,2.21,25
astronaut,501,6.66,1.60,5.28,2.11,5.20,1.95,2
advantage,629,6.95,1.85,4.76,2.18,6.36,2.23,73
athletics,644,6.61,2.08,6.10,2.29,6.12,2.12,9
adventure,630,7.60,1.50,6.98,2.15,6.46,1.67,14
autumn,29,6.30,2.14,4.51,2.50,5.15,1.85,22
affection,7,8.39,0.86,6.21,2.75,6.08,2.22,18
avalanche,645,3.29,1.95,5.54,2.37,3.61,2.00,1
afraid,8,2.00,1.28,6.67,2.54,3.98,2.63,57
avenue,646,5.50,1.37,4.12,2.01,5.40,1.53,46
aggressive,9,5.10,1.68,5.83,2.33,5.59,2.40,17
awed,30,6.70,1.38,5.74,2.31,5.30,2.03,5
agility,22,6.46,1.57,4.85,1.80,5.87,1.52,3
baby,31,8.22,1.20,5.53,2.80,5.00,2.80,62
agony,10,2.43,2.17,6.06,2.67,4.02,2.49,9
bake,647,6.17,1.71,5.10,2.30,5.49,1.88,12
agreement,631,7.08,1.59,5.02,2.24,6.22,1.85,106
bandage,648,4.54,1.75,3.90,2.07,4.52,1.89,4
air,632,6.34,1.56,4.12,2.30,5.10,1.56,257
bankrupt,32,2.00,1.31,6.21,2.79,3.27,2.39,5
alcoholic,582,2.84,2.34,5.69,2.36,4.45,2.56,3
banner,649,5.40,0.83,3.83,1.95,4.80,1.57,8
alert,11,6.20,1.76,6.85,2.53,5.96,2.24,33
bar,650,6.42,2.05,5.00,2.83,5.47,1.94,82
alien,633,5.60,1.82,5.45,2.15,4.64,2.07,16
barrel,651,5.05,1.46,3.36,2.28,4.89,1.57,24
alimony,634,3.95,2.00,4.30,2.29,4.63,2.30,2
basket,547,5.45,1.15,3.63,2.02,5.76,1.45,17
alive,635,7.25,2.22,5.50,2.74,6.39,2.15,57
bastard,33,3.36,2.16,6.07,2.15,4.17,2.40,12
allergy,636,3.07,1.64,4.64,2.34,3.21,1.77,1
bath,502,7.33,1.45,4.16,2.31,6.41,1.87,26
alley,637,4.48,1.97,4.91,2.42,4.00,1.70,8
bathroom,548,5.55,1.36,3.88,1.72,5.65,1.59,18
alone,12,2.41,1.77,4.83,2.66,3.70,2.42,195
bathtub,652,6.69,1.57,4.36,2.59,5.76,1.76,4
aloof,13,4.90,1.92,4.28,2.10,4.69,1.92,5
beach,34,8.03,1.59,5.53,3.07,5.44,2.52,61
ambition,14,7.04,1.98,5.61,2.92,6.93,2.07,19
beast,653,4.23,2.41,5.57,2.61,4.89,2.29,7
ambulance,15,2.47,1.50,7.33,1.96,3.22,2.29,6
beautiful,654,7.60,1.64,6.17,2.34,6.29,1.81,127
angel,16,7.53,1.58,4.83,2.63,4.97,2.34,18
beauty,35,7.82,1.16,4.95,2.57,5.53,2.10,71
anger,17,2.34,1.32,7.63,1.91,5.50,2.82,48
bed,549,7.51,1.38,3.61,2.56,6.88,1.78,127
angry,18,2.85,1.70,7.17,2.07,5.55,2.74,45
bees,583,3.20,2.07,6.51,2.14,4.16,2.11,15
beggar,36,3.22,2.02,4.91,2.45,4.09,2.38,2
brutal,53,2.80,1.90,6.60,2.36,4.59,2.70,7
bench,655,4.61,1.40,3.59,2.07,4.68,1.38,35
building,550,5.29,1.15,3.92,1.94,5.25,1.57,160
bereavement,656,4.57,1.70,4.20,2.15,4.33,1.73,4
bullet,673,3.29,2.06,5.33,2.48,3.90,2.61,28
betray,37,1.68,1.02,7.24,2.06,4.92,2.97,4
bunny,54,7.24,1.32,4.06,2.61,4.97,2.18,1
beverage,657,6.83,1.48,5.21,2.46,5.63,2.17,5
burdened,55,2.50,1.32,5.63,2.07,5.03,2.35,4
bird,38,7.27,1.36,3.17,2.23,4.42,2.26,31
burial,56,2.05,1.41,5.08,2.40,3.55,1.95,11
birthday,39,7.84,1.92,6.68,2.11,5.89,2.61,18
burn,586,2.73,1.72,6.22,1.91,4.22,1.83,15
black,543,5.39,1.80,4.61,2.24,5.14,1.79,203
bus,541,4.51,1.57,3.55,1.80,4.84,1.75,34
blackmail,40,2.95,1.95,6.03,2.70,3.54,2.67,2
busybody,674,5.17,2.02,4.84,2.41,5.45,1.97,.
bland,658,4.10,1.08,3.29,1.89,4.88,1.27,3
butter,57,5.33,1.20,3.17,1.84,4.67,1.69,27
blase,41,4.89,1.16,3.94,1.76,4.57,1.44,7
butterfly,58,7.17,1.20,3.47,2.39,4.65,2.27,2
blasphemy,659,3.75,2.26,4.93,2.34,4.75,1.59,4
cabinet,675,5.05,0.31,3.43,1.85,4.73,1.66,17
bless,42,7.19,1.69,4.05,2.59,5.52,2.22,9
cake,59,7.26,1.27,5.00,2.37,5.16,2.05,9
blind,43,3.05,1.99,4.39,2.36,3.28,1.91,47
cancer,60,1.50,0.85,6.42,2.83,3.42,2.99,25
bliss,660,6.95,2.24,4.41,2.95,6.12,2.15,4
candy,61,6.54,2.09,4.58,2.40,5.33,1.91,16
blister,661,2.88,1.75,4.10,2.34,3.98,1.90,3
cane,677,4.00,1.80,4.20,1.93,4.27,1.95,12
blond,662,6.43,2.04,5.07,2.70,5.74,1.67,11
cannon,678,4.90,2.20,4.71,2.84,5.17,2.29,7
bloody,584,2.90,1.98,6.41,2.00,3.96,1.89,8
capable,62,7.16,1.39,5.08,2.07,6.47,1.94,66
blossom,44,7.26,1.18,5.03,2.65,5.53,2.21,7
car,551,7.73,1.63,6.24,2.04,6.98,2.06,274
blubber,663,3.52,1.99,4.57,2.38,3.86,1.97,1
carcass,679,3.34,1.92,4.83,2.07,4.90,1.79,7
blue,544,6.76,1.78,4.31,2.20,5.63,1.64,143
carefree,63,7.54,1.38,4.17,2.84,5.78,2.50,9
board,664,4.82,1.23,3.36,2.12,4.98,1.77,239
caress,64,7.84,1.16,5.14,3.00,5.83,2.13,1
body,665,5.55,2.37,5.52,2.63,5.34,2.12,276
cash,503,8.37,1.00,7.37,2.21,6.96,2.39,36
bold,45,6.80,1.61,5.60,2.21,6.67,1.81,21
casino,680,6.81,1.66,6.51,2.12,5.12,2.15,2
bomb,46,2.10,1.19,7.15,2.40,4.54,2.88,36
cat,504,5.72,2.43,4.38,2.24,6.16,2.05,.
book,47,5.72,1.54,4.17,2.49,5.30,2.05,193
cell,587,3.82,1.70,4.08,2.19,4.12,2.13,65
bored,48,2.95,1.35,2.83,2.31,4.11,1.70,14
cellar,681,4.32,1.68,4.39,2.33,4.66,1.61,26
bottle,666,6.15,1.49,4.79,2.44,4.78,1.65,76
cemetery,65,2.63,1.40,4.82,2.66,4.27,2.14,15
bouquet,667,7.02,1.84,5.46,2.47,6.15,1.80,4
chair,66,5.08,0.98,3.15,1.77,4.56,1.60,66
bowl,49,5.33,1.33,3.47,2.12,4.69,1.67,23
champ,682,7.18,1.97,6.00,2.43,6.77,2.00,1
boxer,585,5.51,1.80,5.12,2.26,5.10,1.64,1
champion,67,8.44,0.90,5.85,3.15,6.50,2.85,23
boy,50,6.32,1.60,4.58,2.37,5.34,2.20,242
chance,683,6.02,1.77,5.38,2.58,4.64,1.93,131
brave,668,7.15,1.64,6.15,2.45,7.22,1.86,24
chaos,684,4.17,2.36,6.67,2.06,3.86,1.95,17
breast,51,6.50,1.78,5.37,2.39,5.39,2.27,11
charm,68,6.77,1.58,5.16,2.25,5.57,2.25,26
breeze,669,6.85,1.71,4.37,2.32,5.54,1.67,14
cheer,69,8.10,1.17,6.12,2.45,6.00,2.06,8
bride,670,7.34,1.71,5.55,2.74,5.74,2.36,33
child,70,7.08,1.98,5.55,2.29,5.10,2.30,213
bright,671,7.50,1.55,5.40,2.33,6.34,1.82,87
chin,685,5.29,1.27,3.31,1.98,5.26,1.48,27
broken,672,3.05,1.92,5.43,2.42,4.14,1.62,63
chocolate,505,6.88,1.89,5.29,2.55,5.18,1.97,9
brother,52,7.11,2.17,4.71,2.68,5.12,2.31,73
christmas,686,7.80,1.55,6.27,2.56,5.37,2.09,27
church,71,6.28,2.31,4.34,2.45,5.00,2.42,348
cozy,88,7.39,1.53,3.32,2.28,4.89,2.28,1
circle,687,5.67,1.26,3.86,2.13,5.03,1.46,60
crash,89,2.31,1.44,6.95,2.44,3.44,2.21,20
circus,72,7.30,1.84,5.97,2.59,5.39,2.25,7
crime,704,2.89,2.06,5.41,2.69,4.12,2.24,34
city,73,6.03,1.37,5.24,2.53,5.74,2.08,393
criminal,705,2.93,1.66,4.79,2.51,3.34,1.73,24
cliff,553,4.67,2.08,6.25,2.15,4.35,2.11,11
crisis,706,2.74,2.23,5.44,3.07,3.60,2.47,82
clock,688,5.14,1.54,4.02,2.54,4.67,1.97,20
crown,90,6.58,1.42,4.28,2.53,6.06,2.15,19
clothing,74,6.54,1.85,4.78,2.88,5.33,2.14,20
crucify,91,2.23,1.72,6.47,2.47,3.74,2.48,2
clouds,533,6.18,2.18,3.30,2.08,5.22,1.66,38
crude,707,3.12,1.65,5.07,2.37,4.27,1.94,15
clumsy,689,4.00,2.22,5.18,2.40,3.86,1.79,6
cruel,92,1.97,1.67,5.68,2.65,4.24,2.84,15
coarse,690,4.55,1.42,4.21,1.84,5.00,1.43,10
crushed,93,2.21,1.74,5.52,2.87,3.36,2.69,10
coast,691,5.98,1.86,4.59,2.31,5.67,1.71,61
crutch,708,3.43,1.62,4.14,2.05,3.91,1.79,1
cockroach,75,2.81,2.11,6.11,2.78,4.74,2.58,2
cuddle,94,7.72,1.92,4.40,2.67,5.85,2.42,.
coffin,76,2.56,1.96,5.03,2.79,4.08,2.54,7
cuisine,709,6.64,1.48,4.39,1.99,5.41,1.19,1
coin,692,6.02,1.96,4.29,2.48,5.66,1.68,10
curious,95,6.08,1.63,5.82,1.64,5.42,1.60,46
cold,693,4.02,1.99,5.19,2.23,4.69,1.73,171
curtains,710,4.83,0.83,3.67,1.83,5.05,1.56,8
color,694,7.02,1.57,4.73,2.64,6.17,1.82,141
custom,96,5.85,1.53,4.66,2.12,5.00,1.87,14
column,695,5.17,0.85,3.62,1.91,4.81,1.58,71
cut,711,3.64,2.08,5.00,2.32,4.70,1.98,192
comedy,77,8.37,0.94,5.85,2.81,5.44,2.08,39
cute,97,7.62,1.01,5.53,2.71,4.86,2.32,5
comfort,696,7.07,2.14,3.93,2.85,5.70,2.05,43
cyclone,98,3.60,2.38,6.36,2.89,4.89,2.56,.
computer,552,6.24,1.61,4.75,1.93,5.29,1.99,13
dagger,99,3.38,1.77,6.14,2.64,4.52,2.27,1
concentrate,78,5.20,1.28,4.65,2.13,4.97,1.75,11
damage,712,3.05,1.65,5.57,2.26,3.88,1.86,33
confident,79,7.98,1.29,6.22,2.41,7.68,1.94,16
dancer,507,7.14,1.56,6.00,2.20,6.02,1.93,31
confused,80,3.21,1.51,6.03,1.88,4.24,1.91,44
danger,713,2.95,2.22,7.32,2.07,3.59,2.31,70
consoled,81,5.78,1.64,4.53,2.22,4.44,1.84,2
dark,714,4.71,2.36,4.28,2.21,4.84,2.15,185
contempt,82,3.85,2.13,5.28,2.04,5.13,1.73,15
dawn,715,6.16,2.33,4.39,2.81,5.16,2.23,28
contents,83,4.89,0.89,4.32,2.14,4.85,1.49,16
daylight,716,6.80,2.17,4.77,2.50,5.48,2.14,15
context,84,5.20,1.38,4.22,2.24,5.17,1.39,2
dazzle,717,7.29,1.09,6.33,2.02,5.62,1.81,1
controlling,85,3.80,2.25,6.10,2.19,5.17,3.15,23
dead,588,1.94,1.76,5.73,2.73,2.84,2.32,174
cook,697,6.16,1.89,4.44,1.96,5.14,1.49,47
death,100,1.61,1.40,4.59,3.07,3.47,2.50,277
cord,698,5.10,1.09,3.54,2.09,5.00,1.22,6
debt,101,2.22,1.17,5.68,2.74,3.02,2.16,13
cork,699,5.22,1.13,3.80,2.18,4.98,1.04,9
deceit,718,2.90,1.63,5.68,2.46,3.95,2.12,2
corner,700,4.36,1.21,3.91,1.92,4.12,1.66,115
decompose,102,3.20,1.81,4.65,2.39,4.02,1.91,1
corpse,86,2.18,1.48,4.74,2.94,3.59,2.44,7
decorate,719,6.93,1.30,5.14,2.39,6.05,1.86,2
corridor,701,4.88,1.14,3.63,2.41,5.00,1.48,17
defeated,103,2.34,1.66,5.09,3.00,3.11,2.34,15
corrupt,702,3.32,2.32,4.67,2.35,4.64,2.30,8
defiant,104,4.26,2.12,6.10,2.51,5.77,2.40,3
cottage,87,6.45,1.52,3.39,2.54,5.39,1.78,19
deformed,720,2.41,1.66,4.07,2.34,3.95,2.18,.
couple,506,7.41,1.97,6.39,2.31,6.02,2.28,122
delayed,721,3.07,1.74,5.62,2.39,3.64,1.94,25
cow,554,5.57,1.53,3.49,2.13,5.32,1.61,29
delight,105,8.26,1.04,5.44,2.88,5.79,2.24,29
coward,703,2.74,1.64,4.07,2.19,2.83,1.61,8
demon,106,2.11,1.56,6.76,2.68,4.89,2.89,9
dentist,589,4.02,2.23,5.73,2.13,3.80,2.16,12
dreadful,131,2.26,1.91,5.84,2.62,4.10,2.36,10
depressed,107,1.83,1.42,4.72,2.95,2.74,2.13,11
dream,132,6.73,1.75,4.53,2.72,5.53,1.98,64
depression,108,1.85,1.67,4.54,3.19,2.91,2.27,24
dreary,731,3.05,1.58,2.98,2.18,3.81,1.64,6
derelict,722,4.28,1.84,4.10,1.94,4.78,1.56,1
dress,133,6.41,1.34,4.05,1.89,5.00,1.89,67
deserter,109,2.45,1.80,5.50,2.55,3.77,2.29,.
